event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1961-1970,1971-1980,3.967346865703103,0.024,1,1971-1980,consecutive
1,1971-1980,1981-1990,4.457636091231373,0.001,4,"1981-1990,1991-2000,2001-2010,2011-2018",consecutive
2,1981-1990,1991-2000,3.5669515301501304,0.028,2,"1991-2000,2001-2010",consecutive
3,1901-1910,1941-1950,3.8226091501696002,0.032,4,"1911-1920,1921-1930,1931-1940,1941-1950",sudden_shift
4,1901-1910,1961-1970,5.255504224823546,0.021,6,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970",sudden_shift
5,1911-1920,1931-1940,3.1080439932227035,0.028,2,"1921-1930,1931-1940",sudden_shift
6,1911-1920,1941-1950,3.490836292064718,0.005,3,"1921-1930,1931-1940,1941-1950",sudden_shift
7,1911-1920,1951-1960,4.592584241794102,0.014,4,"1921-1930,1931-1940,1941-1950,1951-1960",sudden_shift
8,1911-1920,1961-1970,4.871737427665299,0.005,5,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970",sudden_shift
9,1921-1930,1941-1950,3.096231837555384,0.016,2,"1931-1940,1941-1950",sudden_shift
10,1921-1930,1961-1970,4.6448266748419185,0.014,4,"1931-1940,1941-1950,1951-1960,1961-1970",sudden_shift
