timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1971-1980,7,5.826462460769694,0.0
1921-1930,1971-1980,5,5.007363885389922,0.0
1911-1920,2001-2010,9,3.810086165052005,0.0
1911-1920,1971-1980,6,5.329414368693121,0.0
1971-1980,1991-2000,2,4.242049964078828,0.0
1971-1980,1981-1990,1,4.457636091231373,0.001
1971-1980,2011-2018,4,4.207561877722856,0.001
1931-1940,1971-1980,4,3.705952631009588,0.002
1911-1920,1981-1990,7,4.4647844569483315,0.003
1941-1950,1971-1980,3,3.448122474680648,0.004
1911-1920,1961-1970,5,4.871737427665299,0.005
1911-1920,1941-1950,3,3.490836292064718,0.005
1971-1980,2001-2010,3,3.3805872608674212,0.006
1941-1950,1981-1990,4,3.737844983643909,0.007
1921-1930,2001-2010,8,3.2277528007247844,0.01
1911-1920,1951-1960,4,4.592584241794102,0.014
1921-1930,1981-1990,6,3.749948013621151,0.014
1921-1930,1961-1970,4,4.6448266748419185,0.014
1911-1920,2011-2018,10,3.5972935110415336,0.015
1901-1910,2001-2010,10,4.083683275914487,0.015
1921-1930,1941-1950,2,3.096231837555384,0.016
1941-1950,2011-2018,7,3.2620923104282675,0.02
1901-1910,1961-1970,6,5.255504224823546,0.021
1961-1970,1971-1980,1,3.967346865703103,0.024
1911-1920,1931-1940,2,3.1080439932227035,0.028
1981-1990,1991-2000,1,3.5669515301501304,0.028
1911-1920,1991-2000,8,3.2730214557080703,0.03
1901-1910,1941-1950,4,3.8226091501696002,0.032
1961-1970,1991-2000,3,4.153076734560293,0.039
1981-1990,2001-2010,2,3.2637670572268878,0.042
