1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
0.09824943275023723,-0.03353959817316504,-0.09044694932443759,0.02706563621759417,-0.02310188604252672,0.09901348366350915,-0.10175458064828169,0.11251083513100946,-0.1355421096086502,-0.036227140575647354
0.07925433913866675,-0.031157425471714517,-0.019892042449542457,0.02039599716663354,0.005702268225806106,0.1681484681973746,-0.10398281356080985,0.015567630529403687,-0.03389005859692895,-0.027532033622264862
0.035940976861195684,-0.09116457877578321,-0.06432181511606483,0.20567750558257103,-0.10501827650836537,0.044032963095130495,-0.13073454071313906,0.12902304530143738,-0.17397349079449975,0.1511952355504036
0.006244364075171482,-0.02645101488291557,0.03170460930892394,0.09054217264056219,-0.18721233233809476,0.10210472345352173,0.05896461009979248,-0.13614804546038317,0.04778092106183385,0.04152387877305341
0.12124448455870152,-0.03568545010473047,-0.11876414260935104,-0.09328125468746293,0.18108204960423918,-0.1404260700507151,-0.051261427836158335,0.17285094410181046,-0.0030890305836995535,-0.1148364437588801
0.03002142602912128,-0.0003998011534849244,-0.07729530819425628,0.015469486406072985,-0.05716708267905879,-0.06231550431226965,0.16698481579526112,0.18799328307310736,-0.10819610456625617,-0.05921504832804203
0.09391663615138102,-0.1894339811015915,0.1470454160656247,-0.03255676608532665,0.05631585485701052,-0.0571809836796352,-0.017744024594624874,0.03116213281949365,0.03052050868670142,-0.012357080976168278
0.12072926836136078,0.030541667571434505,0.031770169734954834,-0.061842748522758395,-0.27240207323006227,0.29919611228691356,0.19818882758800793,-0.16457891464233398,0.03108735879262281,-0.033486415942509895
0.12527569622183465,-0.042147544959744265,-0.08672872579523494,-0.011013558506965726,-0.011019649995224756,0.11931744086873397,-0.12938366486476016,-0.025542599459489168,-0.10363478710254037,0.11337889234224957
-0.0719397337749027,0.033360729956037394,0.0669861334642129,-0.10986902089789508,0.0453080168259995,0.011597422985257733,0.0672962601559284,0.033704888075590134,0.022314708679914474,-0.26194141867260134
-0.052570269084893706,-0.17979067826009065,0.08205766699143824,0.12834679484367373,-0.056836698523589635,0.029274712879579168,-0.2151524248795631,0.08564489583174384,-0.03677997489770257,0.26963435051341855
-0.017212501703164462,0.033775630560549996,0.023946059814521248,-0.07341620251536363,-0.0017293275466987446,-0.06879818766981693,0.20890647784257554,-0.04883156716823578,-0.0075773149728775024,-0.16472565879424417
-0.05646955336515724,0.046961924941330224,-0.13531605779592482,-0.11423095818608997,-0.13177491341318404,0.1635811143851542,0.3163397717170226,-0.3261459122101466,0.16916412115097046,-0.10806130866209662
-0.1274752227159648,0.014607760932419334,-0.07728567804609021,0.05475884675979614,0.14136920315878743,-0.07381944996970047,-0.10163295269012451,-0.07961079478263855,0.31521649161974596,-0.04800561318794894
0.1397865122446838,-0.14384164351581052,0.018620766619486473,0.08622838584706188,-0.011302298533597155,-0.08818833423512323,0.1171715383728345,-0.038998182862997055,0.10283362989624342,0.06729060395931205
0.08190315350508093,-0.03496738515057407,-0.01880573970930932,-0.0058660119771956065,-0.10078770646027158,0.1011362599802541,-0.014049548369187592,0.03748675187428785,-0.10562698046366359,-0.1885943810145061
0.07023012193922812,0.003590764129882351,-0.09400532684022828,0.11431279201060535,-0.15864392461122148,0.068820560606872,0.1740830389973827,-0.12501827410111827,0.15301730266461772,-0.15569830084374797
0.1862274322372216,-0.008617398114158514,0.026903564110398293,-0.06199384443461897,-0.016950445356113564,-0.05183992031347617,0.20178744225547862,-0.16656256218751275,-0.04104536771774292,-0.07832746456066764
0.014093477756549122,-0.003060750253907951,-0.0686836591788701,0.049964824318885825,-0.05062812949929918,-0.08942382938259252,0.27020247471638215,-0.06595649321873975,-0.07434701919555664,-0.030961667497952816
0.14693228671183955,-0.05464588940798587,-0.08307855554989407,-0.04185433387756343,-0.08913878032139366,0.14381636761047023,-0.032980324366153724,-0.0600281755129497,0.09838447968165087,0.05528440078099561
-0.07556488059270083,0.03976967554171007,0.05035135916301181,0.09523918181657798,-0.18734689631632395,0.14559967439253252,0.09552615193220282,-0.17351102828979492,-0.13322944442431128,0.10641750941673911
-0.04802316661255479,0.1039327331051067,-0.0034307644669233084,0.01567949161399157,-0.01088845176356179,0.02917670237494041,-0.023254641737693427,-0.01015061636765796,0.2771967028578123,-0.20120453586181006
0.03796206300075233,0.09311621857213459,0.007678607531956261,-0.04003207832574851,0.018467210658958955,-0.14717800407619264,0.17165647790982175,-0.2204194813966751,0.19823214908440911,-0.02918350448211038
0.14736740329326725,-0.1338907306665904,0.011934631211417246,0.061027780175209045,-0.10531634475503648,-0.03513198501461168,0.1567190060248742,-0.0982007384300232,0.13512458403905225,-0.09069704016049696
-0.0027176672831559223,-0.032380311371206005,-0.06864263947520932,0.01212119162082681,0.10779857018164218,-0.31640070644053786,0.18848205147645414,0.17373741666475928,-0.050322264432907104,-0.009420794745286232
0.06846665543241376,-0.01866113648309814,-0.05599929963105488,0.08769258437678218,-0.14307013068880353,0.16143276783954963,-0.12869575896706337,0.08293191219369572,-0.14635906616846722,-0.009705465131749691
-0.03452977265876073,0.04640566524895992,-0.14301042516848872,0.06765927989035846,-0.008221653263483729,0.045739772473717785,-0.05888068131529368,-0.028128786788632475,0.012928393785841763,0.1969321711997812
-0.04627166960674983,0.01978357860838975,-0.182179080282471,0.2078332125209272,-0.1829185798764229,0.19992589176847386,-0.05488195614172864,-0.033617268006006895,-0.023081257939338684,0.058596799770991026
0.06340584966043633,-0.052047459940825214,0.09759635954646262,-0.08208396126865408,-0.08625225027623984,0.1871741704724647,-0.023907479758446037,-0.06992171208063763,-0.10331739485263824,0.08172422523299855
0.10081866612801194,-0.1105071031130278,0.2889578253030778,-0.20687458515167245,-0.059101834893226624,0.07982729948483991,0.006486464769412281,-0.03861566384633397,0.013187964757283677,-0.13433737556139635
-0.06640961728034867,-0.009013897278806748,0.1538291274836021,0.04231851277872922,-0.19416763143880034,0.10601688970576284,0.16207599945557422,-0.2756325068573157,0.24350906535983086,-0.10038681700825691
0.007633156453569739,0.0055736016615160755,0.06992632410089886,-0.17394508067518472,0.15321926471910308,-0.06206869286904623,0.1820725527806924,-0.17926392145454884,-0.050901132946213096,-0.04257003466288248
0.1928689084373988,-0.035385389249403376,0.0714281615402017,-0.05946201356127856,-0.143214907350817,0.09591969209057949,0.10831080377101898,-0.0726429124673208,0.05769486725330353,-0.09604697736601031
-0.039328624040652516,0.07035198447468516,0.010674480455262314,-0.057567790150642395,-0.03135125722203935,0.11994553660298424,0.07756425172854708,-0.08725537856419896,-0.03503849109013868,-0.21421071887016296
0.007585697162609817,0.022086979268671425,-0.041856763618333015,-0.14215684458613398,0.0888580838484424,-0.022759490615719025,0.09742141534120607,-0.022944877545038822,-0.13116796811421716,0.038469669719537136
0.11940345970483923,-0.009228701611141532,-0.02655276815806118,0.010144007205963146,0.1077767592455659,-0.1598980823060968,-0.13827043924576193,0.13679319371779758,-0.04542846232652664,-0.0041445717215538025
-0.15939850995364863,0.02854241045949224,0.155290511144059,0.07959556529240219,-0.07788102794646484,-0.05329331806809695,0.007476666034796298,0.010238061348597227,0.011494268973668398,-0.04344095786412555
-0.03985824646093905,0.08864622702310365,0.12483474484511792,-0.04489974230527882,-0.029450590057032433,-0.12364207224531487,0.0016520344294034262,0.10448744893074036,-0.03996243079503381,-0.07986806581417716
0.2821880777676897,-0.38903331756591797,0.3989345550537111,-0.013227617740631636,-0.2822660054479327,0.4870129679585551,-0.08825123004424196,-0.7143226861953735,0.4560333490371704,0.07593031724293997
0.17988853518349618,-0.17558278831151813,0.032443780358880764,0.1330088632181287,-0.11946721256577544,0.036230303580860906,-0.0926279259433497,0.08159522153437138,-0.1802218413601319,0.12866893806494772
-0.1560962971968527,0.0010783862281631418,-0.08688208801405772,0.1813350938260554,0.0013240034026760217,-0.05245252559473235,-0.27118301850098825,0.1778289874394734,0.10705864429473877,-0.020984401305516487
-0.06251746645340561,-0.016420281195378417,0.1772768582616533,-0.05982419401407246,0.11628943660429547,-0.1581227065442683,0.07875612760201478,-0.03999592860539747,0.054408371448516846,-0.153449147939682
-0.11912793608812189,0.17226958111092294,-0.14203703744070872,-0.04681861251592645,0.13514554266418743,-0.12705170518749376,0.12796195042439007,-0.007312774658203125,-0.020668546358744377,-0.08426720649003983
0.021725894301198423,-0.050912014873964434,0.10287479908604705,-0.03335701478645203,0.022819046250411423,-0.07953245385171293,-0.031121187915022552,0.1271592527627945,0.07334664774437744,-0.07291092195858556
0.15630946315538424,-0.02135420078923414,0.11765799720638564,-0.045208504702895884,-0.08690815679728985,0.029270007991446897,0.10850504745180026,-0.19703258418788513,0.2602786114439368,-0.15959508245214238
