synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s7930,pflaster,1901-1910,1911-1920,0.023397728295374693,0.6065701567516483
s7930,pflaster,1911-1920,1921-1930,0.005428056348133325,0.3387331384837787
s7930,pflaster,1921-1930,1931-1940,0.20159531121475638,2.7147790343116864
s7930,pflaster,1931-1940,1941-1950,0.058272733798263,0.15234647337495236
s7930,pflaster,1941-1950,1951-1960,0.1661263878475974,0.4774065554998889
s7930,pflaster,1951-1960,1961-1970,0.021540798381097542,0.1352836462119
s7930,pflaster,1961-1970,1971-1980,0.007825640755129816,0.3277886384069981
s7930,pflaster,1971-1980,1981-1990,0.05203315147251092,1.4961292977726375
s7930,pflaster,1981-1990,1991-2000,0.03111272890868849,0.1644985848826751
s7930,pflaster,1991-2000,2001-2010,0.020994073686944753,0.2620215056916522
