,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.036,0.102,0.76,0.005,0.008,0.01,0.01,0.182,0.012,0.0,0.0
1911-1920,0.036,0.0,0.442,0.26,0.032,0.411,0.036,0.617,0.898,0.14,0.164,0.002
1921-1930,0.102,0.442,0.0,0.499,0.044,0.087,0.052,0.167,0.471,0.104,0.011,0.011
1931-1940,0.76,0.26,0.499,0.0,0.026,0.017,0.083,0.078,0.641,0.078,0.013,0.004
1941-1950,0.005,0.032,0.044,0.026,0.0,0.044,0.02,0.031,0.033,0.056,0.009,0.014
1951-1960,0.008,0.411,0.087,0.017,0.044,0.0,0.14,0.37,0.313,0.111,0.054,0.047
1961-1970,0.01,0.036,0.052,0.083,0.02,0.14,0.0,0.283,0.22,0.116,0.208,0.187
1971-1980,0.01,0.617,0.167,0.078,0.031,0.37,0.283,0.0,0.887,0.385,0.787,0.111
1981-1990,0.182,0.898,0.471,0.641,0.033,0.313,0.22,0.887,0.0,0.584,0.203,0.037
1991-2000,0.012,0.14,0.104,0.078,0.056,0.111,0.116,0.385,0.584,0.0,0.187,0.897
2001-2010,0.0,0.164,0.011,0.013,0.009,0.054,0.208,0.787,0.203,0.187,0.0,0.054
2011-2018,0.0,0.002,0.011,0.004,0.014,0.047,0.187,0.111,0.037,0.897,0.054,0.0
