,1911-1920,1921-1930,1931-1940,1961-1970,1971-1980,1991-2000,2001-2010,2011-2018
1911-1920,0.0,0.118,0.537,0.881,0.236,0.122,0.01,0.461
1921-1930,0.118,0.0,0.381,1.0,1.0,1.0,0.802,0.13
1931-1940,0.537,0.381,0.0,1.0,0.67,0.655,0.816,0.731
1961-1970,0.881,1.0,1.0,0.0,1.0,1.0,0.813,1.0
1971-1980,0.236,1.0,0.67,1.0,0.0,1.0,0.586,0.232
1991-2000,0.122,1.0,0.655,1.0,1.0,0.0,0.387,0.229
2001-2010,0.01,0.802,0.816,0.813,0.586,0.387,0.0,0.132
2011-2018,0.461,0.13,0.731,1.0,0.232,0.229,0.132,0.0
