,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.306,0.054,0.326,0.652,0.697,0.674,1.0,0.704,0.043,0.155,0.203
1911-1920,0.306,0.0,0.192,0.818,0.747,0.916,1.0,0.258,0.101,0.651,0.685,0.606
1921-1930,0.054,0.192,0.0,0.942,0.881,0.105,0.634,0.121,0.061,0.905,0.536,0.856
1931-1940,0.326,0.818,0.942,0.0,1.0,0.604,0.326,0.335,0.332,1.0,1.0,1.0
1941-1950,0.652,0.747,0.881,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.699,1.0
1951-1960,0.697,0.916,0.105,0.604,1.0,0.0,0.749,1.0,0.81,0.109,0.161,0.332
1961-1970,0.674,1.0,0.634,0.326,1.0,0.749,0.0,1.0,0.654,0.847,0.561,0.592
1971-1980,1.0,0.258,0.121,0.335,1.0,1.0,1.0,0.0,0.351,0.171,0.137,0.205
1981-1990,0.704,0.101,0.061,0.332,1.0,0.81,0.654,0.351,0.0,0.054,0.099,0.198
1991-2000,0.043,0.651,0.905,1.0,1.0,0.109,0.847,0.171,0.054,0.0,0.783,0.756
2001-2010,0.155,0.685,0.536,1.0,0.699,0.161,0.561,0.137,0.099,0.783,0.0,0.974
2011-2018,0.203,0.606,0.856,1.0,1.0,0.332,0.592,0.205,0.198,0.756,0.974,0.0
