synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s50922,schimmel,1901-1910,1911-1920,0.01633008008976982,0.5384372970869993
s50922,schimmel,1911-1920,1921-1930,0.008347372140882697,0.13342637965382886
s50922,schimmel,1921-1930,1931-1940,0.013123090175281227,0.5023753833130274
s50922,schimmel,1931-1940,1941-1950,0.02135702206402101,0.46954826062837574
s50922,schimmel,1941-1950,1951-1960,0.026396593981683564,0.05669810767019081
s50922,schimmel,1951-1960,1961-1970,0.0076730867213746536,0.2798937549176174
s50922,schimmel,1961-1970,1971-1980,0.01389251087996358,0.3276477139585192
s50922,schimmel,1971-1980,1981-1990,0.05095675672690818,0.8033771481263158
s50922,schimmel,1981-1990,1991-2000,0.03814963160836288,0.24535435614999876
s50922,schimmel,1991-2000,2001-2010,0.030764240197983538,0.10604837714912786
