,1901-1910,1911-1920,1921-1930,1931-1940,1971-1980,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.201,0.612,0.257,0.368,0.402,0.884,0.222
1911-1920,0.201,0.0,0.554,0.033,0.205,0.274,0.606,0.004
1921-1930,0.612,0.554,0.0,1.0,1.0,1.0,0.647,0.273
1931-1940,0.257,0.033,1.0,0.0,1.0,1.0,1.0,0.487
1971-1980,0.368,0.205,1.0,1.0,0.0,1.0,0.323,0.233
1991-2000,0.402,0.274,1.0,1.0,1.0,0.0,0.656,0.245
2001-2010,0.884,0.606,0.647,1.0,0.323,0.656,0.0,0.387
2011-2018,0.222,0.004,0.273,0.487,0.233,0.245,0.387,0.0
