,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1991-2000,2001-2010,2011-2018
1901-1910,0.0,1.0,1.0,0.316,1.0,1.0,0.799,1.0,1.0
1911-1920,1.0,0.0,1.0,0.247,0.561,0.972,0.415,1.0,0.581
1921-1930,1.0,1.0,0.0,0.324,1.0,1.0,0.825,1.0,1.0
1931-1940,0.316,0.247,0.324,0.0,0.337,0.667,0.138,0.326,0.211
1941-1950,1.0,0.561,1.0,0.337,0.0,1.0,0.208,1.0,0.272
1951-1960,1.0,0.972,1.0,0.667,1.0,0.0,0.734,1.0,0.482
1991-2000,0.799,0.415,0.825,0.138,0.208,0.734,0.0,1.0,0.161
2001-2010,1.0,1.0,1.0,0.326,1.0,1.0,1.0,0.0,1.0
2011-2018,1.0,0.581,1.0,0.211,0.272,0.482,0.161,1.0,0.0
