event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1931-1940,1981-1990,3.391614269671692,0.001,5,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
1,1931-1940,2011-2018,3.667345951077174,0.011,7,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018",sudden_shift
2,1941-1950,1981-1990,2.980539583627737,0.005,4,"1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
