timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,1921-1930,1,205.1465417313014,0.001
1911-1920,1991-2000,8,163.44014500853388,0.007
1921-1930,1991-2000,7,155.61271324892715,0.008
1901-1910,1921-1930,2,164.15227874126404,0.015
1921-1930,1951-1960,3,166.77116428947704,0.033
1911-1920,1961-1970,5,180.6140505692537,0.04
1921-1930,1941-1950,2,154.6845324092507,0.043
