synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10937,stammbuch,1901-1910,1911-1920,0.06432478445536213,0.8717683087417372
s10937,stammbuch,1911-1920,1921-1930,0.07593303006368236,0.10603649007127762
s10937,stammbuch,1921-1930,1931-1940,0.030439693546917446,0.38971161994303316
s10937,stammbuch,1931-1940,1941-1950,0.05570543063054771,0.24618026369890758
s10937,stammbuch,1941-1950,1951-1960,0.07805156355214832,0.2008416811767993
s10937,stammbuch,1951-1960,1961-1970,0.054208713688759805,0.1517611437088311
s10937,stammbuch,1961-1970,1971-1980,0.009041594006979528,0.3109944131242424
s10937,stammbuch,1971-1980,1981-1990,0.011317455177215911,0.1499116613698637
s10937,stammbuch,1981-1990,1991-2000,0.029902528238958698,0.10911441822620531
s10937,stammbuch,1991-2000,2001-2010,0.01373476372537983,0.33460193512954295
