timespan_1,timespan_2,distance,drift_magnitude,p_value
1921-1930,1981-1990,6,11.463656210480037,0.0
1981-1990,2011-2018,3,7.303586825884904,0.0
1921-1930,1971-1980,5,11.546923199325231,0.001
1901-1910,1971-1980,7,8.49252048848529,0.001
1901-1910,1981-1990,8,7.67140373650709,0.001
1901-1910,2011-2018,11,9.101711761709987,0.002
1921-1930,2001-2010,8,10.706604596192157,0.002
1921-1930,2011-2018,9,10.95506961800972,0.004
1921-1930,1991-2000,7,10.058081669430607,0.01
1981-1990,1991-2000,1,5.726065386672805,0.011
1901-1910,1991-2000,9,7.6103492801694905,0.013
1941-1950,2011-2018,7,10.692200272852816,0.013
1901-1910,2001-2010,10,7.591023492139591,0.014
1971-1980,1981-1990,1,5.2482366839687975,0.016
1931-1940,1971-1980,4,10.67217274445022,0.016
1931-1940,2011-2018,8,11.072406565769931,0.019
1951-1960,1981-1990,3,8.093834803387278,0.025
1931-1940,1991-2000,6,9.798877395612793,0.025
1931-1940,1981-1990,5,9.17539015617597,0.028
1981-1990,2001-2010,2,5.185055156491406,0.031
1941-1950,1991-2000,5,8.677091440846155,0.036
1941-1950,1971-1980,3,8.45327177072755,0.036
1921-1930,1941-1950,2,11.624445469331267,0.038
1941-1950,1951-1960,1,9.993654813635702,0.041
1931-1940,2001-2010,7,9.830882724521247,0.043
