timespan_1,timespan_2,distance,drift_magnitude,p_value
1941-1950,1951-1960,1,66.98021712017037,0.01
1921-1930,1951-1960,3,71.13693384684734,0.012
1911-1920,1951-1960,4,70.11138179469108,0.021
1901-1910,1951-1960,5,62.75089994968927,0.033
1931-1940,1951-1960,2,59.86127203812112,0.046
