embedding_dim,drift_magnitude
0,0.09579280158355565
1,3.480122104586605
2,6.037477538710473
3,1.0860156856354417
4,0.3265279223944319
5,0.9355119357085308
6,1.3688938635213868
7,19.009922378710186
8,1.3318900430502894
9,55.94335605940143
10,2.6244068894809884
11,2.0025616007270024
12,0.4850994333967655
13,11.549176132366213
14,10.769348096436788
15,3.4398551808709947
16,1.5305816740984755
17,2.699223712779517
18,16.766063692489453
19,0.5288965066745767
20,0.3334742050233448
21,1.8172938563971306
22,9.798478188929629
23,3.7773603499821884
24,6.482569433532678
25,1.4214747765177633
26,1.1810450209349816
27,20.24769277781172
28,2.1473766875285167
29,8.861759149603124
30,2.588576866285239
31,0.8379955485303203
32,8.08265000890418
33,1.6785046507432873
34,0.3954024904379097
35,1.063848514360135
36,2.7298068567327927
37,1.0153427533010793
38,5.065964685802351
39,2.639929646006658
40,2.398803755292085
41,3.3964538512165694
42,2.34375877245389
43,0.869313500235186
44,11.7290901005051
45,3.2508316399937947
46,1.1757881651045665
47,4.7877852836252845
48,1.3693793556024383
49,1.3042674525277187
50,0.8530809718973797
51,0.8764676354451001
52,6.045065175912587
53,0.9347246977278845
54,4.886945168223998
55,1.7848209840204026
56,17.74620421821817
57,1.1451472174602657
58,4.033896115643978
59,9.320915878109986
60,0.5950843053517367
61,2.0260078928801866
62,2.161918465218587
63,1.5636273687426783
64,0.5243114431193163
65,1.1937192786305462
66,2.056117434549054
67,14.673077704480733
68,1.6457389316601905
69,0.9957926166346116
70,2.857757046645946
71,4.997760411251924
72,3.466326221499468
73,1.7034877771422272
74,2.924027012889227
75,2.186635452775676
76,1.2390993660398706
77,3.0597851440356654
78,2.952947647318424
79,1.8605533544929767
80,2.364364379677404
81,2.2664298898579656
82,0.7401439980307152
83,4.86963462708647
84,2.257054912977429
85,1.9873028561401616
86,2.9250501993728952
87,0.7133275171771235
88,7.336016177947189
89,2.2380731620071805
90,1.392923247363039
91,1.8155030034102209
92,1.93145093045478
93,1.2651629258158517
94,1.133959067485894
95,1.5219315325077907
96,2.631467068466422
97,1.1637166320921577
98,3.259437382518697
99,0.5072414264662396
100,3.6701844043673937
101,2.9491740392259116
102,2.8765445529530314
103,1.7301017502105782
104,2.180010297388714
105,2.1859196126028935
106,1.2471636627397753
107,3.6809533211243672
108,1.342467541628163
109,2.57471200324304
110,2.0436733100332645
111,1.7118370908000664
112,3.223456839754648
113,2.8422931743793334
114,1.5367513456255981
115,1.826681988025525
116,1.2200734162299987
117,6.632153136358107
118,2.386918931145527
119,5.454665203924962
120,0.8879187390677662
121,1.6326438418143283
122,2.2132606776920927
123,1.5493833148137437
124,2.256608240486589
125,2.8035186744594927
126,1.4383511921049605
127,1.495102969591113
128,1.9090932757846928
129,2.161263717970401
130,3.2410552198170133
131,3.7698919486410194
132,2.3417178877121883
133,2.3010731145561065
134,3.921693755113424
135,2.18550354108788
136,2.764563982033187
137,4.347842199524626
138,2.1055526224110714
139,1.9950620013570324
140,0.9291667593221238
141,1.7517680724331472
142,1.101118053566908
143,2.3394480599074265
144,1.4658667005173363
145,3.6578062024309013
146,1.9330470126746917
147,3.117314022871239
148,1.7022949864377546
149,1.6774500407646926
150,2.4882348041884934
151,2.5544675710567857
152,1.6800922063795358
153,2.9512336684281855
154,2.615323262630622
155,2.856631066674638
156,2.2806600696180004
157,3.8561714366228403
158,1.486852373185332
159,1.071020293306319
160,2.207939702885361
161,1.4298115312472013
162,2.419455284660352
163,8.326998063482009
164,3.568517682397798
165,1.8315611896084658
166,5.59314884009181
167,2.942501852350665
168,3.2088252056366326
169,1.931634390961357
170,2.028711982807179
171,2.4081269111771784
172,1.3322466796375465
173,3.270091889392441
174,2.4707697733461895
175,1.5538506669030425
176,2.649276171707043
177,2.971918300244064
178,0.933852761221429
179,2.4277719612030415
180,2.2510374710992727
181,4.1568665761992465
182,4.092865871969377
183,2.843549835869186
184,1.5901665240202656
185,1.8678004665272092
186,1.961892618504148
187,1.6657432297808965
188,2.550447698785215
189,1.627888038052734
190,8.528673024188775
191,1.9371236996257049
192,2.3545153086026587
193,3.2725844529862074
194,3.1515703783391085
195,1.3594267682865158
196,2.1657076864168885
197,1.4559153855519587
198,2.3592754567292453
199,1.5343568315208027
200,2.4978469596636566
201,3.847398072620776
202,1.6030575396009226
203,2.602069417732302
204,2.4639060520000413
205,3.243098879815791
206,1.287448548339855
207,1.4610762327016587
208,2.6756548035653878
209,1.7533873278695702
210,2.0365281001145727
211,1.971646386094284
212,1.7399946500363268
213,5.423024701931468
214,2.1532947844514916
215,1.5767993549591353
216,2.345546277839347
217,1.1852841693497227
218,1.3502487036792052
219,2.3393036527195705
220,1.6712834305024828
221,1.5132324848677723
222,1.001305390587393
223,2.1089162644270516
224,1.6228241592409804
225,0.7306867916455579
226,1.3613097331764226
227,1.7175659181554483
228,2.565265480421779
229,1.1732254774539221
230,7.570733429292787
231,2.321020234690139
232,2.4847849269211113
233,2.4083962402870434
234,2.1473195687160342
235,1.9601749165927382
236,2.9204544551106624
237,2.0945143542372984
238,1.8672662760595122
239,2.8723631404943792
240,1.561067067799049
241,2.19185275033065
242,1.680383584184034
243,1.940057464902875
244,1.7170656660553476
245,3.7413272899051613
246,2.176584827616818
247,1.6680948762225742
248,2.776200405379408
249,1.233099700133253
250,1.7705296053031185
251,2.1788096775370525
252,1.6418845870941867
253,1.8478812811946275
254,1.6476592737315114
255,1.4724780540359548
256,1.7722837981719615
257,2.998311614587614
258,1.8594665524795224
259,2.274438940937192
260,0.8196251662472183
261,1.8455533949208431
262,0.8630023369513835
263,1.1091394656436184
264,1.5185564718568467
265,2.405311843947715
266,2.3276928964711154
267,1.8577108228271073
268,1.6719223999517978
269,2.2000966854655455
270,7.726640908338298
271,3.5853088886275084
272,2.721577069488034
273,1.284021972555347
274,3.105542333522688
275,2.749901801729216
276,1.7404585374784187
277,1.5993606854536089
278,1.384137916650304
279,3.8720645170604984
280,2.489167679160627
281,2.708010111035737
282,2.6063185772792523
283,3.6531489494028957
284,4.103705163037217
285,1.9217608697949302
286,3.0145037045992344
287,3.1139161159931197
288,1.3141216476873292
289,1.274899028742635
290,1.8396332230152805
291,1.6994105865924685
292,1.7078243416163321
293,2.011308730256179
294,2.348409395653962
295,1.7970913663151091
296,1.691613424063458
297,1.9413950305605012
298,3.3841558765096496
299,2.717235036062312
300,2.2166322353478964
301,1.2993501988056733
302,2.796688012333257
303,2.787731515450948
304,2.203877690004826
305,3.466554483869007
306,2.4774249923831317
307,1.5047158217711931
308,6.006236140558096
309,2.0977524778274548
310,2.2442507158236595
311,2.1456918032858243
312,2.175615864446412
313,1.5952050473186605
314,1.1801608853302792
315,2.3012720760708514
316,1.6547622719506985
317,1.8411971567892107
318,3.0010090056068033
319,2.3558613289843215
320,1.478307938813651
321,5.971471834375571
322,2.8747704805762204
323,1.8814416419253694
324,1.9639456054203521
325,1.5082741129393151
326,3.8068871791234034
327,2.2329116237420408
328,2.587554858139618
329,4.6066704732438035
330,1.4771927513978143
331,0.8391932848183802
332,2.2677088991220504
333,1.2495194296912369
334,1.6510840790422106
335,1.8750536501936172
336,1.9538269635196386
337,3.1758099636152335
338,2.835896646117144
339,2.3869958603762034
340,2.88312355840252
341,1.6686227792819768
342,4.24824967656039
