synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s26449,schnabel,1901-1910,1911-1920,0.06279461256133943,0.056579070178015556
s26449,schnabel,1911-1920,1921-1930,0.031031505250759307,0.08556227827861076
s26449,schnabel,1921-1930,1931-1940,0.027362868171746973,0.030408257762142323
s26449,schnabel,1931-1940,1941-1950,0.41924878374331626,1.77213067044248
s26449,schnabel,1941-1950,1951-1960,0.11760111071391591,0.03363941538127968
s26449,schnabel,1951-1960,1961-1970,0.18894842746577747,0.11680699150196537
s26449,schnabel,1961-1970,1971-1980,0.17977682560096636,0.18776988219204233
s26449,schnabel,1971-1980,1981-1990,0.093805650866726,0.045516807425573694
s26449,schnabel,1981-1990,2001-2010,0.0656094042702781,0.15883989676717522
