synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s30016,kurs,1901-1910,1911-1920,0.003503783981332329,0.21543444736181036
s30016,kurs,1911-1920,1921-1930,0.025466260923096264,1.1964985244955446
s30016,kurs,1921-1930,1931-1940,0.010531605542806174,0.4625204205471257
s30016,kurs,1931-1940,1941-1950,0.013555270220448553,0.3952133951669803
s30016,kurs,1941-1950,1951-1960,0.015937331544280172,0.08189706445686587
s30016,kurs,1951-1960,1961-1970,0.014444611495296786,0.7078461899573825
s30016,kurs,1961-1970,1971-1980,0.028181789110785692,0.8065040017356231
s30016,kurs,1971-1980,1981-1990,0.0384608221982009,0.1682747826194217
s30016,kurs,1981-1990,1991-2000,0.0236253581514885,0.1641822866025911
s30016,kurs,1991-2000,2001-2010,0.03748660197583037,2.095683072700318
