,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.04,0.038,0.149,0.044,0.582,0.101,0.081,0.092,0.164,0.002,0.263
1911-1920,0.04,0.0,0.509,0.025,0.204,0.758,0.018,0.013,0.066,0.016,0.002,0.565
1921-1930,0.038,0.509,0.0,0.069,0.353,0.683,0.051,0.016,0.206,0.142,0.102,0.575
1931-1940,0.149,0.025,0.069,0.0,0.416,0.601,0.13,0.122,0.06,0.076,0.0,0.277
1941-1950,0.044,0.204,0.353,0.416,0.0,0.68,0.044,0.336,0.041,0.123,0.07,0.733
1951-1960,0.582,0.758,0.683,0.601,0.68,0.0,0.573,0.793,0.127,0.631,0.248,0.717
1961-1970,0.101,0.018,0.051,0.13,0.044,0.573,0.0,0.218,0.095,0.15,0.008,0.03
1971-1980,0.081,0.013,0.016,0.122,0.336,0.793,0.218,0.0,0.006,0.184,0.024,0.516
1981-1990,0.092,0.066,0.206,0.06,0.041,0.127,0.095,0.006,0.0,0.132,0.066,0.053
1991-2000,0.164,0.016,0.142,0.076,0.123,0.631,0.15,0.184,0.132,0.0,0.036,0.405
2001-2010,0.002,0.002,0.102,0.0,0.07,0.248,0.008,0.024,0.066,0.036,0.0,0.116
2011-2018,0.263,0.565,0.575,0.277,0.733,0.717,0.03,0.516,0.053,0.405,0.116,0.0
