synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s74827,kasse,1901-1910,1911-1920,0.005132989074705797,0.40946929508049357
s74827,kasse,1911-1920,1921-1930,0.007878817698468701,0.14308104827514084
s74827,kasse,1921-1930,1931-1940,0.017774898431148167,0.3065650779121945
s74827,kasse,1931-1940,1941-1950,0.05064254219599414,0.7566877455714862
s74827,kasse,1941-1950,1951-1960,0.08900175734975008,0.9562206857710264
s74827,kasse,1951-1960,1961-1970,0.026105973112348264,0.38562602584047184
s74827,kasse,1961-1970,1971-1980,0.06140871112490214,0.16613053623249793
s74827,kasse,1971-1980,1981-1990,0.0271743009463977,0.18362337544787874
s74827,kasse,1981-1990,1991-2000,0.006682902794443198,0.24303307843455405
s74827,kasse,1991-2000,2001-2010,0.04444112356079146,0.7302496708801
