,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.828,0.296,0.153,0.062,0.332,0.338,0.669,0.159,0.16,0.092,0.047
1911-1920,0.828,0.0,0.402,0.238,0.149,0.343,0.469,0.206,0.338,0.373,0.173,0.076
1921-1930,0.296,0.402,0.0,0.403,0.105,0.512,0.494,0.137,0.325,0.18,0.141,0.04
1931-1940,0.153,0.238,0.403,0.0,0.04,0.213,0.363,0.096,0.158,0.053,0.072,0.095
1941-1950,0.062,0.149,0.105,0.04,0.0,0.463,0.914,0.034,0.734,0.521,0.519,0.058
1951-1960,0.332,0.343,0.512,0.213,0.463,0.0,0.489,0.448,0.795,0.371,0.623,0.402
1961-1970,0.338,0.469,0.494,0.363,0.914,0.489,0.0,0.327,0.582,0.451,0.52,0.42
1971-1980,0.669,0.206,0.137,0.096,0.034,0.448,0.327,0.0,0.109,0.17,0.008,0.141
1981-1990,0.159,0.338,0.325,0.158,0.734,0.795,0.582,0.109,0.0,0.689,0.563,0.322
1991-2000,0.16,0.373,0.18,0.053,0.521,0.371,0.451,0.17,0.689,0.0,0.828,0.338
2001-2010,0.092,0.173,0.141,0.072,0.519,0.623,0.52,0.008,0.563,0.828,0.0,0.159
2011-2018,0.047,0.076,0.04,0.095,0.058,0.402,0.42,0.141,0.322,0.338,0.159,0.0
