,1901-1910,1911-1920,1961-1970,1971-1980,1981-1990,1991-2000
1901-1910,0.0,0.066,0.08,0.391,1.0,0.794
1911-1920,0.066,0.0,0.167,0.407,1.0,0.134
1961-1970,0.08,0.167,0.0,0.473,1.0,0.256
1971-1980,0.391,0.407,0.473,0.0,1.0,1.0
1981-1990,1.0,1.0,1.0,1.0,0.0,1.0
1991-2000,0.794,0.134,0.256,1.0,1.0,0.0
