,1901-1910,1951-1960,1991-2000,2001-2010
1901-1910,0.0,9.616509157285678,5.7396441505546365,7.6632141491616155
1951-1960,9.616509157285678,0.0,8.133851442509894,6.992065475759662
1991-2000,5.7396441505546365,8.133851442509894,0.0,5.418291361110683
2001-2010,7.6632141491616155,6.992065475759662,5.418291361110683,0.0
