timespan_1,timespan_2,distance,drift_magnitude,p_value
1921-1930,2001-2010,8,340.46584717338817,0.0
1921-1930,1981-1990,6,332.85054322994745,0.001
1981-1990,1991-2000,1,323.4138724205348,0.005
1991-2000,2001-2010,1,330.17024088798524,0.006
1921-1930,1931-1940,1,129.70565652717087,0.011
1921-1930,1961-1970,4,157.37294221904097,0.012
1911-1920,1991-2000,8,162.0719664576692,0.017
1921-1930,2011-2018,9,113.52811886876339,0.018
1901-1910,1921-1930,2,139.34145200348237,0.019
1901-1910,1991-2000,9,142.290517705509,0.02
1901-1910,1961-1970,6,169.72792889823504,0.021
1961-1970,1991-2000,3,152.301223531562,0.025
1981-1990,2011-2018,3,304.738061827969,0.028
1911-1920,1921-1930,1,150.95783870977345,0.034
1931-1940,1991-2000,6,129.50967521332916,0.048
