synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s25993,klappe,1901-1910,1911-1920,0.20288236011299032,0.09592733009701004
s25993,klappe,1911-1920,1921-1930,0.12336126906310933,0.022383184554604373
s25993,klappe,1921-1930,1931-1940,0.10938933067267764,0.032207279732827776
s25993,klappe,1931-1940,1941-1950,0.3517920531060817,0.13709515752186474
s25993,klappe,1941-1950,1951-1960,0.5235867680282174,0.2514704144062568
s25993,klappe,1951-1960,1961-1970,0.16397572694306284,0.060710325077738735
s25993,klappe,1961-1970,1971-1980,0.570317487420219,0.11088693819695912
s25993,klappe,1971-1980,1981-1990,0.14089583186296145,0.012916574298540134
s25993,klappe,1981-1990,1991-2000,0.23592190670095792,0.023430690769252967
s25993,klappe,1991-2000,2001-2010,0.23419124200884195,0.01487464107298932
