timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1961-1970,6,4.615494703675968,0.0
1901-1910,1991-2000,9,5.425090706233284,0.0
1901-1910,1981-1990,8,4.058337616234288,0.0
1901-1910,1971-1980,7,5.160575136754797,0.0
1901-1910,2001-2010,10,4.44236016637132,0.0
1911-1920,1971-1980,6,4.852807790710165,0.0
1911-1920,1961-1970,5,4.17627753854624,0.0
1901-1910,2011-2018,11,5.319379380727898,0.0
1911-1920,2011-2018,10,5.134825476954724,0.0
1911-1920,1991-2000,8,5.265253961851439,0.0
1911-1920,1981-1990,7,3.8950477356133613,0.0
1921-1930,2011-2018,9,4.8865724939894255,0.0
1921-1930,1991-2000,7,5.039733906661717,0.0
1921-1930,1981-1990,6,3.8485490136145493,0.0
1921-1930,1971-1980,5,4.95621504042922,0.0
1921-1930,1961-1970,4,4.410720352579394,0.0
1941-1950,1961-1970,2,4.246292535503259,0.0
1931-1940,2011-2018,8,4.885322428297978,0.0
1931-1940,1991-2000,6,4.9261598562893445,0.0
1931-1940,1981-1990,5,3.674261776015111,0.0
1921-1930,2001-2010,8,4.139715060757575,0.0
1941-1950,2011-2018,7,4.769575307928099,0.0
1941-1950,1991-2000,5,4.77001280529869,0.0
1941-1950,1981-1990,4,3.7445836846589953,0.0
1951-1960,1991-2000,4,5.217959638350356,0.0
1951-1960,2011-2018,6,5.149024722712932,0.0
1981-1990,1991-2000,1,4.557548411320609,0.0
1961-1970,1991-2000,3,4.852869097246071,0.0
1961-1970,2011-2018,5,5.347471679510666,0.001
1911-1920,2001-2010,9,3.988405530129947,0.001
1901-1910,1941-1950,4,3.1511872980811386,0.002
1951-1960,2001-2010,5,4.331430940885048,0.002
1941-1950,1951-1960,1,3.40983235412935,0.003
1931-1940,1971-1980,4,4.759894014844587,0.003
1931-1940,1961-1970,3,4.0555476979764755,0.003
1951-1960,1971-1980,2,4.908996726010653,0.005
1941-1950,1971-1980,3,4.50976495328064,0.005
1991-2000,2011-2018,2,4.779859205300215,0.006
1941-1950,2001-2010,6,3.761754464923465,0.006
1931-1940,2001-2010,7,3.841028010994653,0.007
1981-1990,2011-2018,3,4.564334635150182,0.015
1971-1980,1991-2000,2,4.949619115397889,0.019
1901-1910,1931-1940,3,3.0878797636641404,0.02
1961-1970,1981-1990,2,4.3534956751978875,0.021
1951-1960,1961-1970,1,4.184542038166565,0.03
1901-1910,1911-1920,1,2.930765917876086,0.04
1911-1920,1951-1960,4,3.328705483298331,0.044
1921-1930,1951-1960,3,3.330855729679028,0.048
