,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.04,0.153,0.02,0.002,0.079,0.0,0.0,0.0,0.0,0.0,0.0
1911-1920,0.04,0.0,0.146,0.65,0.061,0.044,0.0,0.0,0.0,0.0,0.001,0.0
1921-1930,0.153,0.146,0.0,0.136,0.149,0.048,0.0,0.0,0.0,0.0,0.0,0.0
1931-1940,0.02,0.65,0.136,0.0,0.334,0.094,0.003,0.003,0.0,0.0,0.007,0.0
1941-1950,0.002,0.061,0.149,0.334,0.0,0.003,0.0,0.005,0.0,0.0,0.006,0.0
1951-1960,0.079,0.044,0.048,0.094,0.003,0.0,0.03,0.005,0.214,0.0,0.002,0.0
1961-1970,0.0,0.0,0.0,0.003,0.0,0.03,0.0,0.236,0.021,0.0,0.254,0.001
1971-1980,0.0,0.0,0.0,0.003,0.005,0.005,0.236,0.0,0.092,0.019,0.66,0.082
1981-1990,0.0,0.0,0.0,0.0,0.0,0.214,0.021,0.092,0.0,0.0,0.135,0.015
1991-2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.064,0.006
2001-2010,0.0,0.001,0.0,0.007,0.006,0.002,0.254,0.66,0.135,0.064,0.0,0.078
2011-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.082,0.015,0.006,0.078,0.0
