synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10304,tor,1901-1910,1911-1920,0.008348294035666714,0.13239158544202567
s10304,tor,1911-1920,1921-1930,0.004223834486964405,0.32353337750049066
s10304,tor,1921-1930,1931-1940,0.0058653871188367,0.3507033977983289
s10304,tor,1931-1940,1941-1950,0.022426165173802692,0.7376293537099177
s10304,tor,1941-1950,1951-1960,0.01951069713013933,0.8533952590821401
s10304,tor,1951-1960,1961-1970,0.014184063757759924,0.6084658703370285
s10304,tor,1961-1970,1971-1980,0.00555712516534325,0.26225870916658056
s10304,tor,1971-1980,1981-1990,0.004155692475235305,0.37918765162599144
s10304,tor,1981-1990,1991-2000,0.013314245435330455,0.32945788974074974
s10304,tor,1991-2000,2001-2010,0.013721301339850486,0.5947534512835558
