,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
1901-1910,0.0,0.004,0.0,0.001,0.0,0.001,0.022,0.076,0.002,0.0,0.458
1911-1920,0.004,0.0,0.009,0.69,0.021,0.081,0.426,0.235,0.626,0.37,0.765
1921-1930,0.0,0.009,0.0,0.219,0.04,0.015,0.402,0.471,0.034,0.003,0.337
1931-1940,0.001,0.69,0.219,0.0,0.539,0.111,0.647,0.503,0.38,0.476,0.599
1941-1950,0.0,0.021,0.04,0.539,0.0,0.003,0.129,0.33,0.081,0.218,0.488
1951-1960,0.001,0.081,0.015,0.111,0.003,0.0,0.181,0.113,0.169,0.01,0.431
1961-1970,0.022,0.426,0.402,0.647,0.129,0.181,0.0,0.687,0.275,0.074,0.674
1971-1980,0.076,0.235,0.471,0.503,0.33,0.113,0.687,0.0,0.275,0.141,0.717
1981-1990,0.002,0.626,0.034,0.38,0.081,0.169,0.275,0.275,0.0,0.532,0.593
2001-2010,0.0,0.37,0.003,0.476,0.218,0.01,0.074,0.141,0.532,0.0,0.331
2011-2018,0.458,0.765,0.337,0.599,0.488,0.431,0.674,0.717,0.593,0.331,0.0
