event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1901-1910,1911-1920,5.649895872376038,0.004,6,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970",consecutive
1,1911-1920,1921-1930,5.441947566833392,0.009,1,1921-1930,consecutive
2,1941-1950,1951-1960,8.83908548748485,0.003,1,1951-1960,consecutive
3,1921-1930,1941-1950,3.9125471252036816,0.04,2,"1931-1940,1941-1950",sudden_shift
4,1951-1960,2001-2010,10.857658463543768,0.01,4,"1961-1970,1971-1980,1981-1990,2001-2010",sudden_shift
