,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.214,0.416,0.961,0.143,0.098,0.161,0.02,0.019,0.16,0.149,0.068
1911-1920,0.214,0.0,0.123,0.63,0.068,0.196,0.208,0.061,0.097,0.126,0.092,0.091
1921-1930,0.416,0.123,0.0,0.878,0.099,0.147,0.189,0.031,0.01,0.188,0.11,0.082
1931-1940,0.961,0.63,0.878,0.0,0.362,0.222,0.326,0.073,0.111,0.561,0.435,0.299
1941-1950,0.143,0.068,0.099,0.362,0.0,0.349,0.287,0.506,0.54,0.282,0.28,0.282
1951-1960,0.098,0.196,0.147,0.222,0.349,0.0,0.421,0.106,0.342,0.489,0.225,0.311
1961-1970,0.161,0.208,0.189,0.326,0.287,0.421,0.0,0.725,0.341,0.735,0.306,0.617
1971-1980,0.02,0.061,0.031,0.073,0.506,0.106,0.725,0.0,0.339,0.278,0.325,0.441
1981-1990,0.019,0.097,0.01,0.111,0.54,0.342,0.341,0.339,0.0,0.198,0.453,0.578
1991-2000,0.16,0.126,0.188,0.561,0.282,0.489,0.735,0.278,0.198,0.0,0.332,0.809
2001-2010,0.149,0.092,0.11,0.435,0.28,0.225,0.306,0.325,0.453,0.332,0.0,0.76
2011-2018,0.068,0.091,0.082,0.299,0.282,0.311,0.617,0.441,0.578,0.809,0.76,0.0
