event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1901-1910,1971-1980,6.746957633013325,0.02,7,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980",sudden_shift
1,1901-1910,1981-1990,6.599760537200925,0.019,8,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
2,1921-1930,1971-1980,8.641236123543786,0.031,5,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980",sudden_shift
3,1921-1930,1981-1990,9.03989102661164,0.01,6,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
