,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.473,0.441,0.739,0.27,0.009,0.0,0.0,0.0,0.0,0.0,0.0
1911-1920,0.473,0.0,0.24,0.355,0.172,0.222,0.064,0.0,0.006,0.021,0.019,0.08
1921-1930,0.441,0.24,0.0,0.338,0.319,0.033,0.007,0.0,0.0,0.002,0.002,0.0
1931-1940,0.739,0.355,0.338,0.0,0.534,0.072,0.056,0.008,0.02,0.016,0.033,0.019
1941-1950,0.27,0.172,0.319,0.534,0.0,0.965,0.788,0.801,0.639,0.9,0.741,0.594
1951-1960,0.009,0.222,0.033,0.072,0.965,0.0,0.988,0.75,0.378,0.892,0.407,0.752
1961-1970,0.0,0.064,0.007,0.056,0.788,0.988,0.0,0.813,0.173,0.404,0.137,0.204
1971-1980,0.0,0.0,0.0,0.008,0.801,0.75,0.813,0.0,0.425,0.797,0.568,0.612
1981-1990,0.0,0.006,0.0,0.02,0.639,0.378,0.173,0.425,0.0,0.089,0.654,0.104
1991-2000,0.0,0.021,0.002,0.016,0.9,0.892,0.404,0.797,0.089,0.0,0.514,0.599
2001-2010,0.0,0.019,0.002,0.033,0.741,0.407,0.137,0.568,0.654,0.514,0.0,0.207
2011-2018,0.0,0.08,0.0,0.019,0.594,0.752,0.204,0.612,0.104,0.599,0.207,0.0
