synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10937,stammbuch,1901-1910,1911-1920,0.029412666502579014,0.5439841960582699
s10937,stammbuch,1911-1920,1921-1930,0.0543464605547643,0.13221845108451621
s10937,stammbuch,1921-1930,1931-1940,0.017289968170061027,0.2842758131360595
s10937,stammbuch,1931-1940,1941-1950,0.02399022800350215,0.18511185310348108
s10937,stammbuch,1941-1950,1951-1960,0.0280001969311711,0.10375463828134496
s10937,stammbuch,1951-1960,1961-1970,0.04474381751089223,0.13503497031977682
s10937,stammbuch,1961-1970,1971-1980,0.026891467923551186,0.20401121121054136
s10937,stammbuch,1971-1980,1981-1990,0.013557798377892498,0.45823490144787415
s10937,stammbuch,1981-1990,1991-2000,0.011715472425111994,0.24614910480796562
s10937,stammbuch,1991-2000,2001-2010,0.007640236030612354,0.5485977506525611
