,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.865,0.567,0.588,0.522,0.304,0.331,0.326,0.255,0.0,0.217,0.0
1911-1920,0.865,0.0,0.492,0.157,0.1,0.036,0.049,0.048,0.001,0.0,0.005,0.0
1921-1930,0.567,0.492,0.0,0.177,0.442,0.158,0.15,0.716,0.152,0.002,0.14,0.026
1931-1940,0.588,0.157,0.177,0.0,0.573,0.128,0.024,0.851,0.235,0.0,0.079,0.016
1941-1950,0.522,0.1,0.442,0.573,0.0,0.193,0.195,0.972,0.548,0.001,0.405,0.024
1951-1960,0.304,0.036,0.158,0.128,0.193,0.0,0.089,0.59,0.434,0.0,0.229,0.009
1961-1970,0.331,0.049,0.15,0.024,0.195,0.089,0.0,0.145,0.014,0.0,0.005,0.0
1971-1980,0.326,0.048,0.716,0.851,0.972,0.59,0.145,0.0,0.891,0.0,0.689,0.153
1981-1990,0.255,0.001,0.152,0.235,0.548,0.434,0.014,0.891,0.0,0.0,0.569,0.221
1991-2000,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.086,0.0
2001-2010,0.217,0.005,0.14,0.079,0.405,0.229,0.005,0.689,0.569,0.086,0.0,0.781
2011-2018,0.0,0.0,0.026,0.016,0.024,0.009,0.0,0.153,0.221,0.0,0.781,0.0
