synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s29644,zeitung,1901-1910,1911-1920,0.02769876425034439,0.6215067184798788
s29644,zeitung,1911-1920,1921-1930,0.02453791994772813,0.5211968169232176
s29644,zeitung,1921-1930,1931-1940,0.02172076100569361,0.2654310391664857
s29644,zeitung,1931-1940,1941-1950,0.011442354089408217,0.21619759400282718
s29644,zeitung,1941-1950,1951-1960,0.00910046774298326,0.1311405604387348
s29644,zeitung,1951-1960,1961-1970,0.008799578112700688,0.5145553277324145
s29644,zeitung,1961-1970,1971-1980,0.01540268032507911,0.15966572326496534
s29644,zeitung,1971-1980,1981-1990,0.0669067940823948,1.4493221318603866
s29644,zeitung,1981-1990,1991-2000,0.04269969136547599,0.17058325134596788
s29644,zeitung,1991-2000,2001-2010,0.0188373558115751,0.1912111482561572
