timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,2011-2018,10,4.148006658055789,0.003
1911-1920,1991-2000,8,5.303178430995649,0.004
1901-1910,1941-1950,4,3.233868625519076,0.007
1901-1910,1911-1920,1,4.045374118904895,0.009
1931-1940,2011-2018,8,3.6181712367953955,0.01
1901-1910,2001-2010,10,3.725313350005625,0.012
1911-1920,1941-1950,3,2.9362497970215324,0.013
1941-1950,2011-2018,7,3.0468222520673454,0.015
1991-2000,2001-2010,1,4.644703577893508,0.017
2001-2010,2011-2018,1,3.5493316595481126,0.02
1981-1990,2011-2018,3,6.101704180781633,0.021
1931-1940,1991-2000,6,4.279420512415714,0.025
1941-1950,1981-1990,4,4.669152962411139,0.025
1911-1920,1971-1980,6,4.765066214352811,0.025
1941-1950,1991-2000,5,3.9261234800490783,0.031
1961-1970,1981-1990,2,5.311115404282293,0.034
1911-1920,1961-1970,5,3.5333825986720244,0.042
