,1911-1920,1931-1940,1941-1950,1971-1980
1911-1920,0.0,627.7381134136858,659.9125636786702,864.8716118744421
1931-1940,627.7381134136858,0.0,293.48920492958257,702.2364801931535
1941-1950,659.9125636786702,293.48920492958257,0.0,714.1252066598984
1971-1980,864.8716118744421,702.2364801931535,714.1252066598984,0.0
