,1901-1910,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,19.676290458327372,19.621069366381207,18.177933867788685,20.378548425034452,17.83731619830785,19.48566262758244,19.82181872682819,23.01356269809852,20.45917415204797,20.800298603309383
1921-1930,19.676290458327372,0.0,16.33477033401957,14.248925755742796,16.611045134923128,14.387766817656763,15.376060546025224,16.805678630820474,20.10637049473765,15.927097017377346,16.659334635382802
1931-1940,19.621069366381207,16.33477033401957,0.0,15.373569371525756,16.069004745949016,12.904217710383053,16.033501827093477,17.684520133351114,21.020722655204967,16.128941381722207,17.406888479735542
1941-1950,18.177933867788685,14.248925755742796,15.373569371525756,0.0,13.671503129965762,10.804218008257136,11.747910386688801,14.491496371421782,15.424878917693338,12.740246238559187,13.61446163117065
1951-1960,20.378548425034452,16.611045134923128,16.069004745949016,13.671503129965762,0.0,12.93992200780676,12.827539618736607,16.216323117525143,19.92146279661472,15.65282531660828,16.129608825522347
1961-1970,17.83731619830785,14.387766817656763,12.904217710383053,10.804218008257136,12.93992200780676,0.0,12.885062589519539,14.647526433908125,17.32436104480699,13.27975594310423,14.466205583868355
1971-1980,19.48566262758244,15.376060546025224,16.033501827093477,11.747910386688801,12.827539618736607,12.885062589519539,0.0,14.906030966603513,17.76125573749858,13.838021641482152,14.795381557564118
1981-1990,19.82181872682819,16.805678630820474,17.684520133351114,14.491496371421782,16.216323117525143,14.647526433908125,14.906030966603513,0.0,20.188663250490816,16.885263882163894,17.448601724768434
1991-2000,23.01356269809852,20.10637049473765,21.020722655204967,15.424878917693338,19.92146279661472,17.32436104480699,17.76125573749858,20.188663250490816,0.0,18.15788847599473,19.633066742198046
2001-2010,20.45917415204797,15.927097017377346,16.128941381722207,12.740246238559187,15.65282531660828,13.27975594310423,13.838021641482152,16.885263882163894,18.15788847599473,0.0,15.506625974305088
2011-2018,20.800298603309383,16.659334635382802,17.406888479735542,13.61446163117065,16.129608825522347,14.466205583868355,14.795381557564118,17.448601724768434,19.633066742198046,15.506625974305088,0.0
