,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.049,0.172,0.243,0.601,0.002,0.005,0.001,0.019,0.073,0.01,0.0
1911-1920,0.049,0.0,0.379,0.057,0.264,0.056,0.331,0.399,0.189,0.113,0.0,0.0
1921-1930,0.172,0.379,0.0,0.097,0.211,0.017,0.084,0.173,0.251,0.201,0.007,0.001
1931-1940,0.243,0.057,0.097,0.0,0.245,0.002,0.016,0.004,0.004,0.087,0.022,0.0
1941-1950,0.601,0.264,0.211,0.245,0.0,0.05,0.043,0.032,0.131,0.426,0.017,0.0
1951-1960,0.002,0.056,0.017,0.002,0.05,0.0,0.606,0.291,0.735,0.574,0.049,0.008
1961-1970,0.005,0.331,0.084,0.016,0.043,0.606,0.0,0.984,0.902,0.712,0.015,0.0
1971-1980,0.001,0.399,0.173,0.004,0.032,0.291,0.984,0.0,0.97,0.372,0.002,0.0
1981-1990,0.019,0.189,0.251,0.004,0.131,0.735,0.902,0.97,0.0,0.714,0.019,0.0
1991-2000,0.073,0.113,0.201,0.087,0.426,0.574,0.712,0.372,0.714,0.0,0.555,0.025
2001-2010,0.01,0.0,0.007,0.022,0.017,0.049,0.015,0.002,0.019,0.555,0.0,0.194
2011-2018,0.0,0.0,0.001,0.0,0.0,0.008,0.0,0.0,0.0,0.025,0.194,0.0
