timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,2011-2018,11,5.020182622425914,0.0
1911-1920,2001-2010,9,3.678889379812022,0.0
1911-1920,2011-2018,10,4.823042405234355,0.0
1981-1990,2011-2018,3,4.62878120493881,0.0
1961-1970,2011-2018,5,4.426342224169642,0.0
1971-1980,2011-2018,4,4.625309895810161,0.0
1941-1950,2011-2018,7,4.618151375237544,0.0
1931-1940,2011-2018,8,4.2042720989996365,0.0
1921-1930,2011-2018,9,4.775969251781729,0.001
1901-1910,1971-1980,7,3.486063263642706,0.001
1971-1980,2001-2010,3,3.500477518944838,0.002
1931-1940,1951-1960,2,3.4263003783988575,0.002
1901-1910,1951-1960,5,3.863561136135727,0.002
1931-1940,1971-1980,4,3.01484546291141,0.004
1931-1940,1981-1990,5,3.2316041689970474,0.004
1901-1910,1961-1970,6,3.4721634739736404,0.005
1921-1930,2001-2010,8,3.662191309962159,0.007
1951-1960,2011-2018,6,3.9970280156440516,0.008
1901-1910,2001-2010,10,3.6651582508317686,0.01
1961-1970,2001-2010,4,3.403291689005522,0.015
1931-1940,1961-1970,3,2.977501731570046,0.016
1941-1950,2001-2010,6,3.2052309313126983,0.017
1921-1930,1951-1960,3,3.2796083526934314,0.017
1901-1910,1981-1990,8,3.3457594403261677,0.019
1981-1990,2001-2010,2,3.4036170520426463,0.019
1931-1940,2001-2010,7,3.201575748458182,0.022
1991-2000,2011-2018,2,3.8815004935308233,0.025
1941-1950,1971-1980,3,2.823982157739131,0.032
1941-1950,1961-1970,2,2.916430922252567,0.043
1901-1910,1911-1920,1,2.8966683529916617,0.049
1951-1960,2001-2010,5,3.2929789427128178,0.049
