,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1991-2000
1901-1910,0.0,8.974902100945187,10.020669153746686,11.445457454001351,19.59743480936582,18.392899483677198,15.942354138176054
1911-1920,8.974902100945187,0.0,7.964311403768347,9.442211899389818,18.33021177747971,17.94676664825698,15.244462963469525
1921-1930,10.020669153746686,7.964311403768347,0.0,11.311268273281348,18.304705154342088,18.055150163476345,15.747733151953614
1931-1940,11.445457454001351,9.442211899389818,11.311268273281348,0.0,19.979982319843323,19.53483575576027,16.55747325674009
1941-1950,19.59743480936582,18.33021177747971,18.304705154342088,19.979982319843323,0.0,25.126180030249255,22.593529971033522
1951-1960,18.392899483677198,17.94676664825698,18.055150163476345,19.53483575576027,25.126180030249255,0.0,22.640760138788874
1991-2000,15.942354138176054,15.244462963469525,15.747733151953614,16.55747325674009,22.593529971033522,22.640760138788874,0.0
