,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1971-1980,1981-1990,1991-2000,2011-2018
1911-1920,0.0,1.0,1.0,1.0,1.0,0.342,0.646,0.497,1.0
1921-1930,1.0,0.0,1.0,1.0,1.0,0.339,0.312,0.766,1.0
1931-1940,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1941-1950,1.0,1.0,1.0,0.0,1.0,0.655,1.0,0.759,1.0
1951-1960,1.0,1.0,1.0,1.0,0.0,0.681,1.0,0.733,1.0
1971-1980,0.342,0.339,1.0,0.655,0.681,0.0,1.0,0.808,0.654
1981-1990,0.646,0.312,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1991-2000,0.497,0.766,1.0,0.759,0.733,0.808,1.0,0.0,1.0
2011-2018,1.0,1.0,1.0,1.0,1.0,0.654,1.0,1.0,0.0
