,1901-1910,1951-1960,1991-2000,2001-2010
1901-1910,0.0,109.30842022675371,110.50390660435244,101.42689526253035
1951-1960,109.30842022675371,0.0,62.573051148905996,73.18227774449785
1991-2000,110.50390660435244,62.573051148905996,0.0,71.47361252881753
2001-2010,101.42689526253035,73.18227774449785,71.47361252881753,0.0
