timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,1971-1980,6,77.67834765650116,0.0
1961-1970,1981-1990,2,100.4713034818021,0.0
1971-1980,2001-2010,3,63.77670451255377,0.001
1941-1950,1971-1980,3,124.60942304255845,0.001
1971-1980,2011-2018,4,62.54614713806931,0.001
1961-1970,1971-1980,1,80.15254986382232,0.002
1941-1950,1961-1970,2,82.26571178534772,0.002
1971-1980,1991-2000,2,61.80457375366439,0.004
1921-1930,1971-1980,5,66.8560570521004,0.005
1921-1930,1941-1950,2,85.69006083192647,0.005
1901-1910,1941-1950,4,82.7102010957107,0.005
1901-1910,1971-1980,7,62.62614751489219,0.006
1931-1940,1941-1950,1,82.81993953500759,0.006
1931-1940,1971-1980,4,71.75273808457054,0.006
1911-1920,1981-1990,7,98.62770510950975,0.009
1941-1950,1981-1990,4,139.7939878348723,0.01
1981-1990,2011-2018,3,88.40383617918191,0.01
1981-1990,2001-2010,2,87.7911636324815,0.01
1921-1930,1981-1990,6,88.75080095729241,0.012
1941-1950,2001-2010,6,77.4158023675522,0.015
1981-1990,1991-2000,1,88.34509220215514,0.015
1951-1960,1971-1980,2,80.34128914810496,0.015
1941-1950,1991-2000,5,78.34666656318113,0.015
1941-1950,2011-2018,7,77.73224465291618,0.018
1931-1940,1981-1990,5,90.43200945476332,0.024
1951-1960,1981-1990,3,102.50980565944509,0.025
1901-1910,1981-1990,8,81.61129542403326,0.032
