synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10649,zeitung,1901-1910,1911-1920,0.013074905765505357,0.8873385830331216
s10649,zeitung,1911-1920,1921-1930,0.032154462404929404,0.12801860187288805
s10649,zeitung,1921-1930,1931-1940,0.024884552532158384,1.0503741047190167
s10649,zeitung,1931-1940,1941-1950,0.012394863587482966,0.14793927537700463
s10649,zeitung,1941-1950,1951-1960,0.005530160684309457,0.25163913214317557
s10649,zeitung,1951-1960,1961-1970,0.01990336023976073,0.10719226914178745
s10649,zeitung,1961-1970,1971-1980,0.014176195190453409,0.4634400041744984
s10649,zeitung,1971-1980,1981-1990,0.012135392811105475,0.36357591321538696
s10649,zeitung,1981-1990,1991-2000,0.0343193689628628,0.15666183205045847
s10649,zeitung,1991-2000,2001-2010,0.0043186440457071255,0.2855792334728499
