timespan_1,timespan_2,distance,drift_magnitude,p_value
1931-1940,1971-1980,4,7.42129148120688,0.0
1931-1940,2011-2018,8,6.140106642547908,0.0
1931-1940,2001-2010,7,6.194866385994039,0.0
1931-1940,1991-2000,6,5.9563705594675,0.0
1971-1980,1991-2000,2,6.480490669214872,0.0
1971-1980,2011-2018,4,7.000011861987075,0.0
1971-1980,2001-2010,3,6.605893295814433,0.0
2001-2010,2011-2018,1,4.6362914211111335,0.003
1951-1960,2001-2010,5,9.736727855718042,0.004
1931-1940,1951-1960,2,10.089561157509522,0.004
1951-1960,1991-2000,4,9.521925927636836,0.007
1951-1960,2011-2018,6,10.048680960964177,0.007
1931-1940,1961-1970,3,9.058243307979993,0.011
1911-1920,1971-1980,6,11.280283320738514,0.012
1991-2000,2011-2018,2,4.544273364135205,0.012
