synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s37889,tor,1901-1910,1911-1920,0.04690404132356131,0.2793581527747691
s37889,tor,1911-1920,1921-1930,0.009912488712637104,0.1729467579690517
s37889,tor,1921-1930,1931-1940,0.020587935110413687,0.4133293723141598
s37889,tor,1931-1940,1941-1950,0.0842485021374246,1.0523949717170094
s37889,tor,1941-1950,1951-1960,0.015075429983653518,0.3337187354851184
s37889,tor,1951-1960,1961-1970,0.08509766781112378,0.14639036735389713
s37889,tor,1961-1970,1971-1980,0.035786035297966624,0.281599446506031
s37889,tor,1971-1980,1981-1990,0.05376779712257625,0.0658021171354676
s37889,tor,1981-1990,1991-2000,0.05943932318674637,0.15136852746844906
s37889,tor,1991-2000,2001-2010,0.028156921102899385,0.06842353441756932
