,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.511,0.178,0.928,0.42,0.011,0.011,0.0,0.003,0.0,0.012,0.0
1911-1920,0.511,0.0,0.793,0.495,0.479,0.179,0.391,0.461,0.236,0.312,0.24,0.493
1921-1930,0.178,0.793,0.0,0.655,0.792,0.069,0.008,0.01,0.001,0.001,0.01,0.001
1931-1940,0.928,0.495,0.655,0.0,0.282,0.003,0.111,0.145,0.08,0.083,0.189,0.043
1941-1950,0.42,0.479,0.792,0.282,0.0,0.419,0.4,0.306,0.648,0.203,0.703,0.329
1951-1960,0.011,0.179,0.069,0.003,0.419,0.0,0.692,0.518,0.404,0.598,0.191,0.768
1961-1970,0.011,0.391,0.008,0.111,0.4,0.692,0.0,0.455,0.32,0.583,0.264,0.685
1971-1980,0.0,0.461,0.01,0.145,0.306,0.518,0.455,0.0,0.332,0.655,0.15,0.996
1981-1990,0.003,0.236,0.001,0.08,0.648,0.404,0.32,0.332,0.0,0.141,0.972,0.469
1991-2000,0.0,0.312,0.001,0.083,0.203,0.598,0.583,0.655,0.141,0.0,0.113,0.889
2001-2010,0.012,0.24,0.01,0.189,0.703,0.191,0.264,0.15,0.972,0.113,0.0,0.256
2011-2018,0.0,0.493,0.001,0.043,0.329,0.768,0.685,0.996,0.469,0.889,0.256,0.0
