synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10937,stammbuch,1901-1910,1911-1920,0.03428900209605444,0.5905141595813342
s10937,stammbuch,1911-1920,1921-1930,0.012193085848078622,0.299899934939072
s10937,stammbuch,1921-1930,1931-1940,0.007124549243829145,0.3352746867798684
s10937,stammbuch,1931-1940,1941-1950,0.010807531553501512,0.17660972712618703
s10937,stammbuch,1941-1950,1951-1960,0.03320696666393034,0.1456985647503047
s10937,stammbuch,1951-1960,1961-1970,0.013431520868074056,0.1873501232646692
s10937,stammbuch,1961-1970,1971-1980,0.024600443931333513,0.16994490272816865
s10937,stammbuch,1971-1980,1981-1990,0.015417572162116693,0.15741766475530025
s10937,stammbuch,1981-1990,1991-2000,0.0056937864012962455,0.14289973913793816
s10937,stammbuch,1991-2000,2001-2010,0.008886850134481475,0.19195728309318266
