timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1971-1980,7,4.909873072546298,0.0
1901-1910,1991-2000,9,4.7575578904787115,0.0
1901-1910,2011-2018,11,5.016841724201741,0.0
1921-1930,1981-1990,6,5.592498908240933,0.001
1921-1930,1991-2000,7,5.614525052666946,0.001
1921-1930,2011-2018,9,5.72505927185024,0.001
1931-1940,1951-1960,2,6.381018060893298,0.003
1901-1910,1981-1990,8,4.243873231653674,0.003
1921-1930,1961-1970,4,5.745587832465935,0.008
1921-1930,2001-2010,8,5.233983922690358,0.01
1921-1930,1971-1980,5,5.395891232866511,0.01
1901-1910,1961-1970,6,4.724680401532847,0.011
1901-1910,1951-1960,5,5.947980973166243,0.011
1901-1910,2001-2010,10,3.9532439946743905,0.012
1931-1940,2011-2018,8,5.31124658681621,0.043
