timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1991-2000,9,4.864991243339955,0.0
1911-1920,1991-2000,8,4.832446165530637,0.0
1931-1940,1991-2000,6,6.237354989844273,0.0
1921-1930,1991-2000,7,5.532588519253025,0.0
1931-1940,2001-2010,7,5.727338946398104,0.0
1901-1910,2001-2010,10,4.366320826586334,0.001
1971-1980,2001-2010,3,7.23956772167701,0.001
1911-1920,2001-2010,9,4.323428590795512,0.002
1961-1970,2001-2010,4,6.102545109172067,0.002
1971-1980,1991-2000,2,7.332699965140947,0.003
1921-1930,2001-2010,8,4.914524840425591,0.003
1961-1970,1991-2000,3,6.462764611353137,0.004
1921-1930,1971-1980,5,7.050759663772835,0.006
1951-1960,2001-2010,5,8.251040920897076,0.006
1991-2000,2001-2010,1,4.506873965951585,0.011
1911-1920,1961-1970,5,5.653580859204725,0.013
1911-1920,1971-1980,6,6.5198362623417525,0.016
1941-1950,1991-2000,5,6.1559117594453125,0.017
1981-1990,1991-2000,1,6.959376073407963,0.022
1921-1930,1961-1970,4,5.985481138057549,0.023
1941-1950,1951-1960,1,8.797290701097511,0.024
1931-1940,1961-1970,3,6.282088144106391,0.026
1951-1960,1991-2000,4,8.513115293215963,0.027
