timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,1961-1970,5,5.764893160745217,0.0
1921-1930,2011-2018,9,6.989322985001682,0.0
1921-1930,1961-1970,4,6.909596760248845,0.0
1911-1920,2011-2018,10,5.927624547425486,0.0
1981-1990,2011-2018,3,4.486381283342341,0.0
1961-1970,1981-1990,2,4.754151223010286,0.0
1911-1920,1981-1990,7,5.489379809947244,0.001
1901-1910,2011-2018,11,4.771184172176799,0.001
1931-1940,2011-2018,8,4.614000889039258,0.001
1961-1970,2011-2018,5,3.6045364917745015,0.003
1911-1920,1991-2000,8,5.581670451486071,0.003
1931-1940,1961-1970,3,4.436552281716404,0.006
1921-1930,1981-1990,6,5.715971342263494,0.006
1911-1920,2001-2010,9,5.274825318741049,0.007
1961-1970,1971-1980,1,4.764730145089494,0.008
1921-1930,1991-2000,7,6.361420993133169,0.011
1971-1980,2011-2018,4,4.486570584878217,0.012
1911-1920,1941-1950,3,4.935093950309241,0.013
1921-1930,1941-1950,2,5.747801780183391,0.016
1941-1950,1981-1990,4,4.216898493774955,0.018
1991-2000,2011-2018,2,3.9900871984411057,0.018
1931-1940,1981-1990,5,4.554009226761047,0.019
1941-1950,2011-2018,7,3.893620412771545,0.021
2001-2010,2011-2018,1,3.7344123073519593,0.023
1981-1990,1991-2000,1,4.45537636066469,0.024
1961-1970,2001-2010,4,4.085992090466488,0.025
1921-1930,1951-1960,3,5.6041826035505125,0.036
1911-1920,1951-1960,4,4.77447802361029,0.037
1911-1920,1971-1980,6,4.969836396801882,0.037
1921-1930,2001-2010,8,5.226029187570933,0.048
