,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.298,0.115,0.57,0.352,0.685,0.078,0.348,0.052,0.195,0.153,0.001
1911-1920,0.298,0.0,0.106,0.085,0.013,0.037,0.0,0.037,0.001,0.003,0.007,0.0
1921-1930,0.115,0.106,0.0,0.064,0.016,0.036,0.0,0.146,0.006,0.011,0.048,0.0
1931-1940,0.57,0.085,0.064,0.0,0.268,0.487,0.006,0.084,0.019,0.057,0.088,0.001
1941-1950,0.352,0.013,0.016,0.268,0.0,0.816,0.063,0.145,0.018,0.162,0.208,0.021
1951-1960,0.685,0.037,0.036,0.487,0.816,0.0,0.284,0.248,0.059,0.348,0.365,0.092
1961-1970,0.078,0.0,0.0,0.006,0.063,0.284,0.0,0.008,0.0,0.139,0.025,0.003
1971-1980,0.348,0.037,0.146,0.084,0.145,0.248,0.008,0.0,0.164,0.161,0.557,0.012
1981-1990,0.052,0.001,0.006,0.019,0.018,0.059,0.0,0.164,0.0,0.024,0.122,0.0
1991-2000,0.195,0.003,0.011,0.057,0.162,0.348,0.139,0.161,0.024,0.0,0.239,0.018
2001-2010,0.153,0.007,0.048,0.088,0.208,0.365,0.025,0.557,0.122,0.239,0.0,0.023
2011-2018,0.001,0.0,0.0,0.001,0.021,0.092,0.003,0.012,0.0,0.018,0.023,0.0
