,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1971-1980,1981-1990,1991-2000,2011-2018
1911-1920,0.0,1.0,1.0,1.0,1.0,0.707,1.0,0.498,1.0
1921-1930,1.0,0.0,1.0,1.0,1.0,1.0,0.66,0.766,1.0
1931-1940,1.0,1.0,0.0,1.0,1.0,0.684,1.0,1.0,1.0
1941-1950,1.0,1.0,1.0,0.0,1.0,1.0,0.678,0.759,1.0
1951-1960,1.0,1.0,1.0,1.0,0.0,1.0,0.66,0.733,1.0
1971-1980,0.707,1.0,0.684,1.0,1.0,0.0,0.329,0.597,1.0
1981-1990,1.0,0.66,1.0,0.678,0.66,0.329,0.0,0.41,1.0
1991-2000,0.498,0.766,1.0,0.759,0.733,0.597,0.41,0.0,0.76
2011-2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76,0.0
