event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1941-1950,1951-1960,56.49991011220149,0.003,1,1951-1960,consecutive
1,1951-1960,1961-1970,47.02997204974298,0.036,2,"1961-1970,1971-1980",consecutive
2,1981-1990,1991-2000,42.83042527480452,0.013,1,1991-2000,consecutive
3,1991-2000,2001-2010,50.08765880009272,0.018,2,"2001-2010,2011-2018",consecutive
4,1911-1920,1941-1950,44.73170435073792,0.044,3,"1921-1930,1931-1940,1941-1950",sudden_shift
