timespan_1,timespan_2,distance,drift_magnitude,p_value
1951-1960,1991-2000,4,60.410850233945254,0.0
1951-1960,1971-1980,2,68.78234969238736,0.0
1971-1980,1991-2000,2,52.194104086569936,0.002
1941-1950,1951-1960,1,56.49991011220149,0.003
1921-1930,1951-1960,3,58.431155828539815,0.007
1911-1920,1971-1980,6,55.96397035926446,0.008
1941-1950,1991-2000,5,47.0332278680001,0.008
1911-1920,1991-2000,8,43.319240096625236,0.009
1931-1940,1951-1960,2,50.732173450854795,0.012
1981-1990,1991-2000,1,42.83042527480452,0.013
1901-1910,1991-2000,9,42.491693884604345,0.013
1991-2000,2001-2010,1,50.08765880009272,0.018
1991-2000,2011-2018,2,44.38896613404713,0.027
1931-1940,1991-2000,6,45.10984102015707,0.027
1901-1910,1971-1980,7,45.62786316278831,0.028
1961-1970,1991-2000,3,42.21202377279011,0.034
1951-1960,1961-1970,1,47.02997204974298,0.036
1911-1920,1941-1950,3,44.73170435073792,0.044
