,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2011-2018
1901-1910,0.0,0.315,0.327,0.404,0.023,0.13,0.318,0.45,0.346,0.809,0.651
1911-1920,0.315,0.0,0.334,0.714,0.557,0.312,0.781,1.0,0.671,0.65,0.57
1921-1930,0.327,0.334,0.0,0.593,0.437,1.0,0.493,0.319,1.0,1.0,0.417
1931-1940,0.404,0.714,0.593,0.0,0.321,0.314,0.912,0.75,0.535,0.598,0.62
1941-1950,0.023,0.557,0.437,0.321,0.0,0.416,0.526,0.705,0.402,0.454,0.194
1951-1960,0.13,0.312,1.0,0.314,0.416,0.0,0.248,0.336,1.0,1.0,0.405
1961-1970,0.318,0.781,0.493,0.912,0.526,0.248,0.0,0.707,0.501,0.739,0.826
1971-1980,0.45,1.0,0.319,0.75,0.705,0.336,0.707,0.0,0.353,0.346,0.929
1981-1990,0.346,0.671,1.0,0.535,0.402,1.0,0.501,0.353,0.0,1.0,0.622
1991-2000,0.809,0.65,1.0,0.598,0.454,1.0,0.739,0.346,1.0,0.0,0.83
2011-2018,0.651,0.57,0.417,0.62,0.194,0.405,0.826,0.929,0.622,0.83,0.0
