synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s13438,kurs,1901-1910,1911-1920,0.014798099552935916,0.08092115489145632
s13438,kurs,1911-1920,1921-1930,0.06375334473606155,0.12351729911205965
s13438,kurs,1921-1930,1931-1940,0.09054495005144138,0.12942038687403476
s13438,kurs,1931-1940,1941-1950,0.06446449199871868,0.07448478817508926
s13438,kurs,1941-1950,1951-1960,0.08393615902396805,0.0898166282259567
s13438,kurs,1951-1960,1961-1970,0.030404317404270867,0.09483828724349998
s13438,kurs,1961-1970,1971-1980,0.042687504564727786,0.05085046389799927
s13438,kurs,1971-1980,1981-1990,0.09755905498827028,0.048457459988805
s13438,kurs,1981-1990,1991-2000,0.04023808275465839,0.056311929336546565
s13438,kurs,1991-2000,2001-2010,0.33605116479782254,1.1001366710743152
