,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.027,0.022,0.291,0.408,0.69,0.545,0.912,0.211,0.795,0.191,0.265
1911-1920,0.027,0.0,0.178,0.06,0.081,0.525,0.248,0.772,0.025,0.653,0.038,0.056
1921-1930,0.022,0.178,0.0,0.18,0.136,0.434,0.222,0.796,0.043,0.704,0.068,0.524
1931-1940,0.291,0.06,0.18,0.0,0.976,0.54,0.389,0.868,0.228,0.674,0.258,0.662
1941-1950,0.408,0.081,0.136,0.976,0.0,0.677,0.496,0.93,0.387,0.786,0.181,0.666
1951-1960,0.69,0.525,0.434,0.54,0.677,0.0,0.445,0.357,0.302,0.884,0.366,0.324
1961-1970,0.545,0.248,0.222,0.389,0.496,0.445,0.0,0.682,0.386,0.689,0.229,0.487
1971-1980,0.912,0.772,0.796,0.868,0.93,0.357,0.682,0.0,0.904,0.592,0.629,0.732
1981-1990,0.211,0.025,0.043,0.228,0.387,0.302,0.386,0.904,0.0,0.459,0.044,0.534
1991-2000,0.795,0.653,0.704,0.674,0.786,0.884,0.689,0.592,0.459,0.0,0.275,0.441
2001-2010,0.191,0.038,0.068,0.258,0.181,0.366,0.229,0.629,0.044,0.275,0.0,0.35
2011-2018,0.265,0.056,0.524,0.662,0.666,0.324,0.487,0.732,0.534,0.441,0.35,0.0
