synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s41205,klima,1901-1910,1911-1920,0.1873423850670884,0.0035449576634711617
s41205,klima,1911-1920,1921-1930,0.25624726330254455,0.06565977852505751
s41205,klima,1921-1930,1931-1940,0.12618215805167118,0.011215280797174217
s41205,klima,1931-1940,1941-1950,1.7969923545565176,3.509999280313313
s41205,klima,1941-1950,1951-1960,1.1097776336033751,0.24127761634450182
s41205,klima,1951-1960,1961-1970,0.3075677396136355,0.07908599046416334
s41205,klima,1961-1970,1971-1980,0.9555112501075755,0.06732042007523041
s41205,klima,1971-1980,1981-1990,0.5218945945999098,0.06407530440858226
s41205,klima,1981-1990,1991-2000,0.3498859680735741,0.057024704020688176
s41205,klima,1991-2000,2001-2010,1.0186322707984208,0.16843171483033834
