synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s42158,atmosphäre,1901-1910,1911-1920,0.7459790954122296,0.053508358157629825
s42158,atmosphäre,1911-1920,1921-1930,0.6471983733295417,0.0156416086214274
s42158,atmosphäre,1921-1930,1931-1940,0.561417898037274,0.02802183463090737
s42158,atmosphäre,1931-1940,1941-1950,0.5760626573887407,0.07010449557367862
s42158,atmosphäre,1941-1950,1951-1960,0.2885231803909745,0.023701250367732723
s42158,atmosphäre,1951-1960,1961-1970,0.4578392113052804,0.15160103427372187
s42158,atmosphäre,1961-1970,1971-1980,0.39868006132588196,0.03872031112978353
s42158,atmosphäre,1971-1980,1981-1990,0.9450047110489549,0.11846746050684077
s42158,atmosphäre,1981-1990,1991-2000,0.4950403271034839,0.08637689441880453
s42158,atmosphäre,1991-2000,2001-2010,0.2536905084820642,0.06875227563507666
