synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s42868,atmosphäre,1901-1910,1911-1920,0.03700732864106206,0.6016308311786982
s42868,atmosphäre,1911-1920,1921-1930,0.015209486171723846,0.2898629728185921
s42868,atmosphäre,1921-1930,1931-1940,0.0208858176892372,0.2875037509296765
s42868,atmosphäre,1931-1940,1941-1950,0.015332870957565697,0.1794457495032366
s42868,atmosphäre,1941-1950,1951-1960,0.09057326845772119,0.28422734152038365
s42868,atmosphäre,1951-1960,1961-1970,0.006427753463249891,0.07688042572907208
s42868,atmosphäre,1961-1970,1971-1980,0.02536808516320678,0.6439157977469064
s42868,atmosphäre,1971-1980,1981-1990,0.04158001450435022,0.17721404867317223
s42868,atmosphäre,1981-1990,1991-2000,0.008281608499149747,0.4353724481488842
s42868,atmosphäre,1991-2000,2001-2010,0.011880339786127018,0.36923608084221266
