timespan_1,timespan_2,distance,drift_magnitude,p_value
1981-1990,2011-2018,3,5.081146034919133,0.0
1931-1940,1981-1990,5,6.6702024036169405,0.003
1931-1940,2011-2018,8,6.706221396698213,0.026
1931-1940,1991-2000,6,6.396343612400228,0.026
1911-1920,1981-1990,7,6.207266109411394,0.031
1961-1970,1981-1990,2,5.040502653022662,0.033
1981-1990,2001-2010,2,4.042060151275033,0.035
1971-1980,1981-1990,1,4.7854110100748795,0.043
1931-1940,1971-1980,4,6.6725902772782915,0.044
1901-1910,1981-1990,8,5.796656724274555,0.048
